order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
76243,30496,1073,1,199.99,199.99
76244,30496,1014,3,149.94,49.98
76245,30497,403,1,129.99,129.99
76246,30497,957,1,299.98,299.98
76247,30498,1014,4,199.92,49.98
76248,30498,1004,1,399.98,399.98
76249,30499,627,2,79.98,39.99
76250,30500,37,2,69.98,34.99
76251,30500,403,1,129.99,129.99
76252,30500,1004,1,399.98,399.98
76253,30501,1014,2,99.96,49.98
76254,30501,1014,5,249.9,49.98
76255,30501,1014,1,49.98,49.98
76256,30501,1004,1,399.98,399.98
76257,30501,1004,1,399.98,399.98
76258,30502,893,1,24.99,24.99
76259,30502,502,2,100.0,50.0
76260,30503,403,1,129.99,129.99
76261,30503,172,5,150.0,30.0
76262,30503,502,5,250.0,50.0
76263,30503,502,2,100.0,50.0
76264,30504,1004,1,399.98,399.98
76265,30504,627,3,119.97,39.99
76266,30504,1073,1,199.99,199.99
76267,30504,1073,1,199.99,199.99
76268,30505,977,5,149.95,29.99
76269,30505,957,1,299.98,299.98
76270,30505,403,1,129.99,129.99
76271,30506,365,4,239.96,59.99
76272,30507,365,3,179.97,59.99
76273,30508,365,5,299.95,59.99
76274,30509,1004,1,399.98,399.98
76275,30509,1014,1,49.98,49.98
76276,30509,502,3,150.0,50.0
76277,30509,502,3,150.0,50.0
76278,30510,191,3,299.97,99.99
76279,30510,627,4,159.96,39.99
76280,30511,403,1,129.99,129.99
76281,30511,957,1,299.98,299.98
76282,30512,906,5,124.95,24.99
76283,30512,957,1,299.98,299.98
76284,30512,403,1,129.99,129.99
76285,30513,1014,5,249.9,49.98
76286,30513,403,1,129.99,129.99
76287,30513,191,3,299.97,99.99
76288,30513,365,1,59.99,59.99
76289,30515,403,1,129.99,129.99
76290,30515,365,1,59.99,59.99
76291,30515,403,1,129.99,129.99
76292,30519,403,1,129.99,129.99
76293,30519,1014,2,99.96,49.98
76294,30519,1004,1,399.98,399.98
76295,30519,1073,1,199.99,199.99
76296,30520,502,5,250.0,50.0
76297,30521,403,1,129.99,129.99
76298,30523,502,4,200.0,50.0
76299,30523,403,1,129.99,129.99
76300,30523,897,2,49.98,24.99
76301,30524,1004,1,399.98,399.98
76302,30526,403,1,129.99,129.99
76303,30526,365,2,119.98,59.99
76304,30527,1004,1,399.98,399.98
76305,30527,191,1,99.99,99.99
76306,30527,1014,3,149.94,49.98
76307,30527,823,2,103.98,51.99
76308,30527,365,3,179.97,59.99
76309,30528,403,1,129.99,129.99
76310,30529,957,1,299.98,299.98
76311,30529,403,1,129.99,129.99
76312,30530,365,4,239.96,59.99
76313,30530,957,1,299.98,299.98
76314,30530,828,3,95.97,31.99
76315,30530,403,1,129.99,129.99
76316,30532,403,1,129.99,129.99
76317,30533,365,3,179.97,59.99
76318,30534,365,1,59.99,59.99
76319,30534,403,1,129.99,129.99
76320,30534,403,1,129.99,129.99
76321,30534,365,1,59.99,59.99
76322,30534,1014,4,199.92,49.98
76323,30535,1014,5,249.9,49.98
76324,30535,1004,1,399.98,399.98
76325,30535,365,2,119.98,59.99
76326,30535,365,5,299.95,59.99
76327,30535,191,1,99.99,99.99
76328,30536,502,4,200.0,50.0
76329,30536,1014,2,99.96,49.98
76330,30536,365,3,179.97,59.99
76331,30537,502,2,100.0,50.0
76332,30537,893,1,24.99,24.99
76333,30537,502,2,100.0,50.0
76334,30539,502,3,150.0,50.0
76335,30539,1014,1,49.98,49.98
76336,30539,365,1,59.99,59.99
76337,30540,957,1,299.98,299.98
76338,30540,1014,3,149.94,49.98
76339,30540,403,1,129.99,129.99
76340,30540,365,2,119.98,59.99
76341,30540,365,1,59.99,59.99
76342,30541,1014,4,199.92,49.98
76343,30541,365,5,299.95,59.99
76344,30541,627,1,39.99,39.99
76345,30541,502,3,150.0,50.0
76346,30542,403,1,129.99,129.99
76347,30542,365,3,179.97,59.99
76348,30542,1014,4,199.92,49.98
76349,30542,502,5,250.0,50.0
76350,30543,403,1,129.99,129.99
76351,30543,957,1,299.98,299.98
76352,30544,502,4,200.0,50.0
76353,30544,957,1,299.98,299.98
76354,30544,365,2,119.98,59.99
76355,30545,564,4,120.0,30.0
76356,30545,191,5,499.95,99.99
76357,30546,403,1,129.99,129.99
76358,30546,957,1,299.98,299.98
76359,30546,365,4,239.96,59.99
76360,30547,1004,1,399.98,399.98
76361,30547,957,1,299.98,299.98
76362,30547,1014,1,49.98,49.98
76363,30547,1014,4,199.92,49.98
76364,30548,365,2,119.98,59.99
76365,30549,957,1,299.98,299.98
76366,30550,276,4,127.96,31.99
76367,30550,365,4,239.96,59.99
76368,30551,1014,1,49.98,49.98
76369,30551,502,4,200.0,50.0
76370,30551,502,1,50.0,50.0
76371,30552,1014,3,149.94,49.98
76372,30553,1004,1,399.98,399.98
76373,30553,957,1,299.98,299.98
76374,30553,1004,1,399.98,399.98
76375,30553,502,2,100.0,50.0
76376,30554,365,5,299.95,59.99
76377,30554,957,1,299.98,299.98
76378,30554,1014,5,249.9,49.98
76379,30555,1004,1,399.98,399.98
76380,30556,365,2,119.98,59.99
76381,30556,957,1,299.98,299.98
76382,30556,403,1,129.99,129.99
76383,30556,1014,2,99.96,49.98
76384,30556,1014,3,149.94,49.98
76385,30557,502,2,100.0,50.0
76386,30558,502,5,250.0,50.0
76387,30558,403,1,129.99,129.99
76388,30558,1014,2,99.96,49.98
76389,30558,365,1,59.99,59.99
76390,30559,502,2,100.0,50.0
76391,30559,365,2,119.98,59.99
76392,30561,191,4,399.96,99.99
76393,30561,1073,1,199.99,199.99
76394,30561,1004,1,399.98,399.98
76395,30561,191,4,399.96,99.99
76396,30561,1014,3,149.94,49.98
76397,30562,1004,1,399.98,399.98
76398,30562,642,2,60.0,30.0
76399,30563,627,1,39.99,39.99
76400,30563,627,1,39.99,39.99
76401,30563,403,1,129.99,129.99
76402,30563,502,2,100.0,50.0
76403,30563,1014,5,249.9,49.98
76404,30564,893,2,49.98,24.99
76405,30564,627,3,119.97,39.99
76406,30565,191,5,499.95,99.99
76407,30565,365,3,179.97,59.99
76408,30565,1073,1,199.99,199.99
76409,30568,403,1,129.99,129.99
76410,30568,1004,1,399.98,399.98
76411,30568,957,1,299.98,299.98
76412,30568,627,1,39.99,39.99
76413,30568,957,1,299.98,299.98
76414,30569,365,3,179.97,59.99
76415,30570,502,4,200.0,50.0
76416,30571,365,4,239.96,59.99
76417,30571,1014,2,99.96,49.98
76418,30571,1004,1,399.98,399.98
76419,30571,1004,1,399.98,399.98
76420,30572,1004,1,399.98,399.98
76421,30572,191,4,399.96,99.99
76422,30572,1004,1,399.98,399.98
76423,30572,502,3,150.0,50.0
76424,30572,1014,3,149.94,49.98
76425,30573,365,1,59.99,59.99
76426,30574,365,5,299.95,59.99
76427,30574,627,1,39.99,39.99
76428,30574,1004,1,399.98,399.98
76429,30576,365,2,119.98,59.99
76430,30576,191,4,399.96,99.99
76431,30576,1014,2,99.96,49.98
76432,30576,502,1,50.0,50.0
76433,30576,403,1,129.99,129.99
76434,30577,627,3,119.97,39.99
76435,30577,403,1,129.99,129.99
76436,30578,365,5,299.95,59.99
76437,30578,1073,1,199.99,199.99
76438,30578,403,1,129.99,129.99
76439,30578,957,1,299.98,299.98
76440,30579,627,5,199.95,39.99
76441,30580,957,1,299.98,299.98
76442,30580,1014,1,49.98,49.98
76443,30581,957,1,299.98,299.98
76444,30581,1004,1,399.98,399.98
76445,30582,1004,1,399.98,399.98
76446,30582,365,1,59.99,59.99
76447,30582,1004,1,399.98,399.98
76448,30582,365,4,239.96,59.99
76449,30584,1004,1,399.98,399.98
76450,30584,365,2,119.98,59.99
76451,30584,1004,1,399.98,399.98
76452,30584,502,5,250.0,50.0
76453,30584,1073,1,199.99,199.99
76454,30585,627,4,159.96,39.99
76455,30587,627,2,79.98,39.99
76456,30587,957,1,299.98,299.98
76457,30589,172,5,150.0,30.0
76458,30589,957,1,299.98,299.98
76459,30589,502,4,200.0,50.0
76460,30589,365,4,239.96,59.99
76461,30590,1004,1,399.98,399.98
76462,30590,191,3,299.97,99.99
76463,30591,502,1,50.0,50.0
76464,30591,957,1,299.98,299.98
76465,30592,1073,1,199.99,199.99
76466,30593,1004,1,399.98,399.98
76467,30593,191,2,199.98,99.99
76468,30593,502,3,150.0,50.0
76469,30594,191,3,299.97,99.99
76470,30595,1004,1,399.98,399.98
76471,30596,365,3,179.97,59.99
76472,30596,1004,1,399.98,399.98
76473,30598,792,4,59.96,14.99
76474,30598,627,5,199.95,39.99
76475,30598,365,3,179.97,59.99
76476,30598,1004,1,399.98,399.98
76477,30600,627,4,159.96,39.99
76478,30600,1073,1,199.99,199.99
76479,30600,1004,1,399.98,399.98
76480,30601,1014,4,199.92,49.98
76481,30601,1073,1,199.99,199.99
76482,30601,365,2,119.98,59.99
76483,30601,627,2,79.98,39.99
76484,30601,502,1,50.0,50.0
76485,30602,771,3,119.97,39.99
76486,30603,957,1,299.98,299.98
76487,30605,365,1,59.99,59.99
76488,30607,905,4,99.96,24.99
76489,30607,1004,1,399.98,399.98
76490,30608,502,4,200.0,50.0
76491,30608,365,1,59.99,59.99
76492,30609,365,5,299.95,59.99
76493,30609,365,3,179.97,59.99
76494,30609,502,2,100.0,50.0
76495,30609,191,1,99.99,99.99
76496,30610,957,1,299.98,299.98
76497,30610,627,4,159.96,39.99
76498,30610,1073,1,199.99,199.99
76499,30611,365,1,59.99,59.99
76500,30613,957,1,299.98,299.98
76501,30613,403,1,129.99,129.99
76502,30614,403,1,129.99,129.99
76503,30615,403,1,129.99,129.99
76504,30615,365,4,239.96,59.99
76505,30615,365,3,179.97,59.99
76506,30615,502,3,150.0,50.0
76507,30616,1073,1,199.99,199.99
76508,30617,134,5,125.0,25.0
76509,30620,249,2,109.94,54.97
76510,30620,403,1,129.99,129.99
76511,30620,1014,2,99.96,49.98
76512,30620,1073,1,199.99,199.99
76513,30621,502,2,100.0,50.0
76514,30621,502,1,50.0,50.0
76515,30621,235,1,34.99,34.99
76516,30621,502,1,50.0,50.0
76517,30622,365,4,239.96,59.99
76518,30625,93,2,49.98,24.99
76519,30625,403,1,129.99,129.99
76520,30626,1004,1,399.98,399.98
76521,30627,502,3,150.0,50.0
76522,30630,403,1,129.99,129.99
76523,30630,1073,1,199.99,199.99
76524,30631,1014,2,99.96,49.98
76525,30631,1073,1,199.99,199.99
76526,30631,1014,3,149.94,49.98
76527,30631,403,1,129.99,129.99
76528,30631,1014,3,149.94,49.98
76529,30632,365,1,59.99,59.99
76530,30633,403,1,129.99,129.99
76531,30633,403,1,129.99,129.99
76532,30634,403,1,129.99,129.99
76533,30634,1014,3,149.94,49.98
76534,30634,1014,3,149.94,49.98
76535,30636,502,1,50.0,50.0
76536,30636,1014,5,249.9,49.98
76537,30637,191,2,199.98,99.99
76538,30637,924,3,47.97,15.99
76539,30637,502,4,200.0,50.0
76540,30638,957,1,299.98,299.98
76541,30639,365,3,179.97,59.99
76542,30639,191,5,499.95,99.99
76543,30640,502,3,150.0,50.0
76544,30640,1014,3,149.94,49.98
76545,30640,403,1,129.99,129.99
76546,30641,502,3,150.0,50.0
76547,30642,957,1,299.98,299.98
76548,30642,403,1,129.99,129.99
76549,30642,403,1,129.99,129.99
76550,30642,905,1,24.99,24.99
76551,30642,191,1,99.99,99.99
76552,30645,1004,1,399.98,399.98
76553,30646,403,1,129.99,129.99
76554,30646,1014,5,249.9,49.98
76555,30647,365,5,299.95,59.99
76556,30647,191,1,99.99,99.99
76557,30647,627,4,159.96,39.99
76558,30647,403,1,129.99,129.99
76559,30647,502,4,200.0,50.0
76560,30648,235,2,69.98,34.99
76561,30648,1004,1,399.98,399.98
76562,30648,1004,1,399.98,399.98
76563,30649,365,2,119.98,59.99
76564,30649,893,3,74.97,24.99
76565,30649,565,5,350.0,70.0
76566,30649,1014,3,149.94,49.98
76567,30649,502,3,150.0,50.0
76568,30650,957,1,299.98,299.98
76569,30652,502,5,250.0,50.0
76570,30652,957,1,299.98,299.98
76571,30654,1014,4,199.92,49.98
76572,30654,1014,2,99.96,49.98
76573,30654,1004,1,399.98,399.98
76574,30654,191,3,299.97,99.99
76575,30655,627,2,79.98,39.99
76576,30656,957,1,299.98,299.98
76577,30656,365,1,59.99,59.99
76578,30656,1004,1,399.98,399.98
76579,30656,502,2,100.0,50.0
76580,30656,502,1,50.0,50.0
76581,30657,1004,1,399.98,399.98
76582,30657,957,1,299.98,299.98
76583,30658,235,5,174.95,34.99
76584,30658,191,1,99.99,99.99
76585,30658,403,1,129.99,129.99
76586,30658,627,1,39.99,39.99
76587,30659,1073,1,199.99,199.99
76588,30659,365,3,179.97,59.99
76589,30659,403,1,129.99,129.99
76590,30659,905,1,24.99,24.99
76591,30659,235,3,104.97,34.99
76592,30660,957,1,299.98,299.98
76593,30660,1014,4,199.92,49.98
76594,30660,365,3,179.97,59.99
76595,30660,1073,1,199.99,199.99
76596,30660,1014,4,199.92,49.98
76597,30662,1014,4,199.92,49.98
76598,30662,365,1,59.99,59.99
76599,30663,403,1,129.99,129.99
76600,30663,191,2,199.98,99.99
76601,30663,191,3,299.97,99.99
76602,30664,1073,1,199.99,199.99
76603,30664,403,1,129.99,129.99
76604,30664,502,3,150.0,50.0
76605,30665,1014,5,249.9,49.98
76606,30665,403,1,129.99,129.99
76607,30665,365,5,299.95,59.99
76608,30666,1004,1,399.98,399.98
76609,30666,957,1,299.98,299.98
76610,30666,365,3,179.97,59.99
76611,30666,627,4,159.96,39.99
76612,30666,502,2,100.0,50.0
76613,30667,191,5,499.95,99.99
76614,30667,191,2,199.98,99.99
76615,30667,365,4,239.96,59.99
76616,30667,804,3,59.97,19.99
76617,30667,957,1,299.98,299.98
76618,30668,1073,1,199.99,199.99
76619,30668,775,5,49.95,9.99
76620,30668,917,4,87.96,21.99
76621,30670,1073,1,199.99,199.99
76622,30671,191,1,99.99,99.99
76623,30671,1073,1,199.99,199.99
76624,30671,365,2,119.98,59.99
76625,30672,627,2,79.98,39.99
76626,30672,502,3,150.0,50.0
76627,30672,1014,5,249.9,49.98
76628,30672,502,4,200.0,50.0
76629,30673,502,5,250.0,50.0
76630,30673,1073,1,199.99,199.99
76631,30673,365,3,179.97,59.99
76632,30673,403,1,129.99,129.99
76633,30674,403,1,129.99,129.99
76634,30674,502,2,100.0,50.0
76635,30675,1004,1,399.98,399.98
76636,30676,957,1,299.98,299.98
76637,30676,1014,3,149.94,49.98
76638,30677,1073,1,199.99,199.99
76639,30678,403,1,129.99,129.99
76640,30678,403,1,129.99,129.99
76641,30678,1073,1,199.99,199.99
76642,30678,365,2,119.98,59.99
76643,30678,1004,1,399.98,399.98
76644,30679,1014,3,149.94,49.98
76645,30680,627,4,159.96,39.99
76646,30680,1073,1,199.99,199.99
76647,30680,502,5,250.0,50.0
76648,30680,1004,1,399.98,399.98
76649,30681,502,1,50.0,50.0
76650,30683,502,5,250.0,50.0
76651,30683,1004,1,399.98,399.98
76652,30683,642,4,120.0,30.0
76653,30686,365,1,59.99,59.99
76654,30687,403,1,129.99,129.99
76655,30687,572,4,159.96,39.99
76656,30687,116,1,44.99,44.99
76657,30688,1004,1,399.98,399.98
76658,30688,1014,4,199.92,49.98
76659,30689,403,1,129.99,129.99
76660,30689,567,2,50.0,25.0
76661,30689,365,3,179.97,59.99
76662,30692,502,1,50.0,50.0
76663,30692,365,3,179.97,59.99
76664,30692,502,2,100.0,50.0
76665,30693,957,1,299.98,299.98
76666,30693,1004,1,399.98,399.98
76667,30693,365,3,179.97,59.99
76668,30693,403,1,129.99,129.99
76669,30694,403,1,129.99,129.99
76670,30694,403,1,129.99,129.99
76671,30694,1014,2,99.96,49.98
76672,30694,627,5,199.95,39.99
76673,30694,502,3,150.0,50.0
76674,30695,893,1,24.99,24.99
76675,30695,502,2,100.0,50.0
76676,30696,365,2,119.98,59.99
76677,30696,1004,1,399.98,399.98
76678,30698,957,1,299.98,299.98
76679,30699,957,1,299.98,299.98
76680,30699,627,4,159.96,39.99
76681,30701,365,1,59.99,59.99
76682,30701,403,1,129.99,129.99
76683,30701,191,4,399.96,99.99
76684,30702,365,5,299.95,59.99
76685,30702,1014,4,199.92,49.98
76686,30702,957,1,299.98,299.98
76687,30702,365,1,59.99,59.99
76688,30703,365,1,59.99,59.99
76689,30704,403,1,129.99,129.99
76690,30704,502,4,200.0,50.0
76691,30704,818,2,95.98,47.99
76692,30704,403,1,129.99,129.99
76693,30704,957,1,299.98,299.98
76694,30705,365,4,239.96,59.99
76695,30705,1004,1,399.98,399.98
76696,30705,1014,4,199.92,49.98
76697,30706,1073,1,199.99,199.99
76698,30706,1004,1,399.98,399.98
76699,30706,1004,1,399.98,399.98
76700,30706,191,1,99.99,99.99
76701,30707,191,2,199.98,99.99
76702,30707,365,4,239.96,59.99
76703,30707,957,1,299.98,299.98
76704,30707,365,1,59.99,59.99
76705,30708,778,2,49.98,24.99
76706,30709,365,5,299.95,59.99
