order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
50785,20336,365,5,299.95,59.99
50786,20336,365,3,179.97,59.99
50787,20337,1004,1,399.98,399.98
50788,20338,502,2,100.0,50.0
50789,20338,191,4,399.96,99.99
50790,20338,365,4,239.96,59.99
50791,20338,365,2,119.98,59.99
50792,20339,627,3,119.97,39.99
50793,20340,957,1,299.98,299.98
50794,20340,627,1,39.99,39.99
50795,20340,191,1,99.99,99.99
50796,20343,365,4,239.96,59.99
50797,20344,1004,1,399.98,399.98
50798,20344,191,5,499.95,99.99
50799,20345,825,5,159.95,31.99
50800,20346,1004,1,399.98,399.98
50801,20346,502,3,150.0,50.0
50802,20347,627,2,79.98,39.99
50803,20347,502,2,100.0,50.0
50804,20347,835,3,95.97,31.99
50805,20347,502,5,250.0,50.0
50806,20347,365,2,119.98,59.99
50807,20348,793,3,44.97,14.99
50808,20348,627,1,39.99,39.99
50809,20348,502,2,100.0,50.0
50810,20350,1073,1,199.99,199.99
50811,20352,1014,1,49.98,49.98
50812,20353,502,5,250.0,50.0
50813,20353,567,4,100.0,25.0
50814,20353,957,1,299.98,299.98
50815,20354,1014,4,199.92,49.98
50816,20354,365,4,239.96,59.99
50817,20356,1073,1,199.99,199.99
50818,20356,565,5,350.0,70.0
50819,20356,1014,5,249.9,49.98
50820,20356,1014,1,49.98,49.98
50821,20357,365,2,119.98,59.99
50822,20357,1014,4,199.92,49.98
50823,20357,502,2,100.0,50.0
50824,20357,191,3,299.97,99.99
50825,20357,502,5,250.0,50.0
50826,20358,403,1,129.99,129.99
50827,20358,278,2,89.98,44.99
50828,20358,627,4,159.96,39.99
50829,20358,793,5,74.95,14.99
50830,20359,627,1,39.99,39.99
50831,20359,1014,4,199.92,49.98
50832,20360,403,1,129.99,129.99
50833,20360,957,1,299.98,299.98
50834,20360,957,1,299.98,299.98
50835,20360,403,1,129.99,129.99
50836,20361,365,1,59.99,59.99
50837,20363,627,4,159.96,39.99
50838,20363,403,1,129.99,129.99
50839,20363,822,2,95.98,47.99
50840,20364,403,1,129.99,129.99
50841,20364,191,2,199.98,99.99
50842,20365,502,2,100.0,50.0
50843,20365,1004,1,399.98,399.98
50844,20365,957,1,299.98,299.98
50845,20366,365,2,119.98,59.99
50846,20367,804,2,39.98,19.99
50847,20368,191,5,499.95,99.99
50848,20369,191,4,399.96,99.99
50849,20369,627,2,79.98,39.99
50850,20369,403,1,129.99,129.99
50851,20369,502,1,50.0,50.0
50852,20369,793,2,29.98,14.99
50853,20371,957,1,299.98,299.98
50854,20371,1073,1,199.99,199.99
50855,20371,957,1,299.98,299.98
50856,20372,365,4,239.96,59.99
50857,20372,191,3,299.97,99.99
50858,20373,1073,1,199.99,199.99
50859,20373,828,5,159.95,31.99
50860,20373,957,1,299.98,299.98
50861,20373,1004,1,399.98,399.98
50862,20374,502,3,150.0,50.0
50863,20374,134,2,50.0,25.0
50864,20375,502,2,100.0,50.0
50865,20376,365,3,179.97,59.99
50866,20376,365,4,239.96,59.99
50867,20377,1014,4,199.92,49.98
50868,20377,897,5,124.95,24.99
50869,20377,502,1,50.0,50.0
50870,20377,1014,5,249.9,49.98
50871,20377,403,1,129.99,129.99
50872,20378,365,2,119.98,59.99
50873,20379,191,2,199.98,99.99
50874,20380,957,1,299.98,299.98
50875,20380,191,3,299.97,99.99
50876,20380,804,5,99.95,19.99
50877,20380,1073,1,199.99,199.99
50878,20381,1073,1,199.99,199.99
50879,20381,191,1,99.99,99.99
50880,20381,1004,1,399.98,399.98
50881,20382,627,1,39.99,39.99
50882,20382,365,2,119.98,59.99
50883,20383,1014,5,249.9,49.98
50884,20383,1073,1,199.99,199.99
50885,20383,1073,1,199.99,199.99
50886,20384,403,1,129.99,129.99
50887,20384,957,1,299.98,299.98
50888,20384,1014,5,249.9,49.98
50889,20384,792,5,74.95,14.99
50890,20384,957,1,299.98,299.98
50891,20385,403,1,129.99,129.99
50892,20385,1014,5,249.9,49.98
50893,20387,365,1,59.99,59.99
50894,20387,403,1,129.99,129.99
50895,20388,957,1,299.98,299.98
50896,20388,403,1,129.99,129.99
50897,20388,502,1,50.0,50.0
50898,20388,403,1,129.99,129.99
50899,20388,403,1,129.99,129.99
50900,20389,1004,1,399.98,399.98
50901,20389,1073,1,199.99,199.99
50902,20390,502,3,150.0,50.0
50903,20390,1073,1,199.99,199.99
50904,20390,1014,3,149.94,49.98
50905,20390,365,5,299.95,59.99
50906,20391,1014,3,149.94,49.98
50907,20391,502,1,50.0,50.0
50908,20391,957,1,299.98,299.98
50909,20391,365,3,179.97,59.99
50910,20392,403,1,129.99,129.99
50911,20392,403,1,129.99,129.99
50912,20392,897,2,49.98,24.99
50913,20392,403,1,129.99,129.99
50914,20393,957,1,299.98,299.98
50915,20394,1073,1,199.99,199.99
50916,20395,627,4,159.96,39.99
50917,20395,93,4,99.96,24.99
50918,20395,502,1,50.0,50.0
50919,20396,502,3,150.0,50.0
50920,20396,627,3,119.97,39.99
50921,20396,365,3,179.97,59.99
50922,20396,1004,1,399.98,399.98
50923,20396,502,5,250.0,50.0
50924,20397,403,1,129.99,129.99
50925,20397,1073,1,199.99,199.99
50926,20397,365,3,179.97,59.99
50927,20397,1014,5,249.9,49.98
50928,20397,1014,1,49.98,49.98
50929,20398,403,1,129.99,129.99
50930,20398,1004,1,399.98,399.98
50931,20398,1004,1,399.98,399.98
50932,20398,627,2,79.98,39.99
50933,20398,828,3,95.97,31.99
50934,20399,403,1,129.99,129.99
50935,20399,502,3,150.0,50.0
50936,20400,835,3,95.97,31.99
50937,20400,1073,1,199.99,199.99
50938,20400,1073,1,199.99,199.99
50939,20401,957,1,299.98,299.98
50940,20402,957,1,299.98,299.98
50941,20403,191,3,299.97,99.99
50942,20403,917,4,87.96,21.99
50943,20403,957,1,299.98,299.98
50944,20403,365,1,59.99,59.99
50945,20403,1073,1,199.99,199.99
50946,20404,502,3,150.0,50.0
50947,20404,810,3,59.97,19.99
50948,20404,1004,1,399.98,399.98
50949,20407,957,1,299.98,299.98
50950,20408,403,1,129.99,129.99
50951,20409,1014,1,49.98,49.98
50952,20409,627,4,159.96,39.99
50953,20409,957,1,299.98,299.98
50954,20409,957,1,299.98,299.98
50955,20409,365,2,119.98,59.99
50956,20410,1014,3,149.94,49.98
50957,20410,191,4,399.96,99.99
50958,20410,1014,2,99.96,49.98
50959,20411,502,3,150.0,50.0
50960,20412,365,4,239.96,59.99
50961,20413,365,5,299.95,59.99
50962,20413,917,2,43.98,21.99
50963,20413,282,4,127.96,31.99
50964,20413,365,3,179.97,59.99
50965,20414,365,5,299.95,59.99
50966,20414,403,1,129.99,129.99
50967,20415,365,3,179.97,59.99
50968,20415,957,1,299.98,299.98
50969,20416,567,4,100.0,25.0
50970,20416,957,1,299.98,299.98
50971,20416,1014,3,149.94,49.98
50972,20417,191,4,399.96,99.99
50973,20417,1073,1,199.99,199.99
50974,20418,403,1,129.99,129.99
50975,20418,191,4,399.96,99.99
50976,20419,502,5,250.0,50.0
50977,20420,1004,1,399.98,399.98
50978,20420,957,1,299.98,299.98
50979,20421,567,1,25.0,25.0
50980,20421,502,1,50.0,50.0
50981,20422,885,2,49.98,24.99
50982,20422,502,3,150.0,50.0
50983,20422,403,1,129.99,129.99
50984,20422,957,1,299.98,299.98
50985,20423,365,3,179.97,59.99
50986,20424,403,1,129.99,129.99
50987,20424,365,3,179.97,59.99
50988,20425,627,2,79.98,39.99
50989,20426,957,1,299.98,299.98
50990,20426,1014,5,249.9,49.98
50991,20426,135,3,66.0,22.0
50992,20426,627,3,119.97,39.99
50993,20428,1014,2,99.96,49.98
50994,20429,627,4,159.96,39.99
50995,20429,627,1,39.99,39.99
50996,20429,1014,1,49.98,49.98
50997,20429,365,4,239.96,59.99
50998,20429,810,5,99.95,19.99
50999,20430,403,1,129.99,129.99
51000,20430,365,4,239.96,59.99
51001,20430,1073,1,199.99,199.99
51002,20430,957,1,299.98,299.98
51003,20430,627,2,79.98,39.99
51004,20431,502,1,50.0,50.0
51005,20432,273,1,27.99,27.99
51006,20432,1073,1,199.99,199.99
51007,20432,1073,1,199.99,199.99
51008,20433,1004,1,399.98,399.98
51009,20433,1014,1,49.98,49.98
51010,20434,1004,1,399.98,399.98
51011,20434,191,3,299.97,99.99
51012,20434,502,3,150.0,50.0
51013,20435,567,1,25.0,25.0
51014,20435,365,3,179.97,59.99
51015,20435,365,1,59.99,59.99
51016,20436,249,2,109.94,54.97
51017,20436,403,1,129.99,129.99
51018,20436,403,1,129.99,129.99
51019,20437,627,2,79.98,39.99
51020,20437,365,3,179.97,59.99
51021,20437,957,1,299.98,299.98
51022,20439,191,3,299.97,99.99
51023,20439,627,1,39.99,39.99
51024,20440,365,2,119.98,59.99
51025,20441,1073,1,199.99,199.99
51026,20441,957,1,299.98,299.98
51027,20441,1073,1,199.99,199.99
51028,20441,191,1,99.99,99.99
51029,20441,1073,1,199.99,199.99
51030,20444,191,2,199.98,99.99
51031,20444,627,3,119.97,39.99
51032,20445,502,3,150.0,50.0
51033,20445,1004,1,399.98,399.98
51034,20447,957,1,299.98,299.98
51035,20448,1073,1,199.99,199.99
51036,20448,1014,2,99.96,49.98
51037,20448,1014,5,249.9,49.98
51038,20449,502,3,150.0,50.0
51039,20449,567,2,50.0,25.0
51040,20449,191,2,199.98,99.99
51041,20451,627,2,79.98,39.99
51042,20451,191,2,199.98,99.99
51043,20452,403,1,129.99,129.99
51044,20452,191,5,499.95,99.99
51045,20452,627,1,39.99,39.99
51046,20453,502,1,50.0,50.0
51047,20454,191,2,199.98,99.99
51048,20454,365,3,179.97,59.99
51049,20454,1004,1,399.98,399.98
51050,20454,1073,1,199.99,199.99
51051,20455,365,1,59.99,59.99
51052,20455,403,1,129.99,129.99
51053,20455,1014,4,199.92,49.98
51054,20455,567,1,25.0,25.0
51055,20456,502,1,50.0,50.0
51056,20458,403,1,129.99,129.99
51057,20458,957,1,299.98,299.98
51058,20460,893,3,74.97,24.99
51059,20460,565,4,280.0,70.0
51060,20460,1014,1,49.98,49.98
51061,20460,191,4,399.96,99.99
51062,20461,627,1,39.99,39.99
51063,20461,957,1,299.98,299.98
51064,20461,502,5,250.0,50.0
51065,20463,1073,1,199.99,199.99
51066,20463,1014,3,149.94,49.98
51067,20463,627,1,39.99,39.99
51068,20463,365,4,239.96,59.99
51069,20463,957,1,299.98,299.98
51070,20464,627,5,199.95,39.99
51071,20464,191,5,499.95,99.99
51072,20466,1073,1,199.99,199.99
51073,20466,1073,1,199.99,199.99
51074,20466,365,2,119.98,59.99
51075,20466,1014,2,99.96,49.98
51076,20466,1004,1,399.98,399.98
51077,20467,502,4,200.0,50.0
51078,20467,502,2,100.0,50.0
51079,20467,1073,1,199.99,199.99
51080,20467,191,2,199.98,99.99
51081,20468,278,4,179.96,44.99
51082,20468,191,1,99.99,99.99
51083,20469,365,2,119.98,59.99
51084,20469,1014,3,149.94,49.98
51085,20470,191,1,99.99,99.99
51086,20470,1014,2,99.96,49.98
51087,20470,1004,1,399.98,399.98
51088,20470,1004,1,399.98,399.98
51089,20470,502,5,250.0,50.0
51090,20471,1004,1,399.98,399.98
51091,20471,116,3,134.97,44.99
51092,20471,403,1,129.99,129.99
51093,20472,1014,2,99.96,49.98
51094,20472,1073,1,199.99,199.99
51095,20472,1004,1,399.98,399.98
51096,20472,365,2,119.98,59.99
51097,20474,365,5,299.95,59.99
51098,20474,1014,4,199.92,49.98
51099,20475,365,2,119.98,59.99
51100,20475,627,5,199.95,39.99
51101,20475,403,1,129.99,129.99
51102,20476,627,1,39.99,39.99
51103,20476,1004,1,399.98,399.98
51104,20476,134,2,50.0,25.0
51105,20476,627,1,39.99,39.99
51106,20478,365,4,239.96,59.99
51107,20478,1014,4,199.92,49.98
51108,20478,403,1,129.99,129.99
51109,20479,502,1,50.0,50.0
51110,20479,403,1,129.99,129.99
51111,20479,365,4,239.96,59.99
51112,20480,502,5,250.0,50.0
51113,20480,825,5,159.95,31.99
51114,20480,365,5,299.95,59.99
51115,20482,957,1,299.98,299.98
51116,20482,957,1,299.98,299.98
51117,20482,1014,5,249.9,49.98
51118,20482,502,5,250.0,50.0
51119,20482,403,1,129.99,129.99
51120,20483,191,2,199.98,99.99
51121,20483,627,1,39.99,39.99
51122,20484,403,1,129.99,129.99
51123,20484,365,3,179.97,59.99
51124,20484,403,1,129.99,129.99
51125,20486,627,5,199.95,39.99
51126,20486,1004,1,399.98,399.98
51127,20486,502,4,200.0,50.0
51128,20486,886,5,124.95,24.99
51129,20487,365,4,239.96,59.99
51130,20487,502,4,200.0,50.0
51131,20487,191,4,399.96,99.99
51132,20487,403,1,129.99,129.99
51133,20487,403,1,129.99,129.99
51134,20488,502,3,150.0,50.0
51135,20488,403,1,129.99,129.99
51136,20488,365,3,179.97,59.99
51137,20488,502,3,150.0,50.0
51138,20489,957,1,299.98,299.98
51139,20489,502,2,100.0,50.0
51140,20489,1073,1,199.99,199.99
51141,20490,627,4,159.96,39.99
51142,20490,502,5,250.0,50.0
51143,20490,249,1,54.97,54.97
51144,20490,191,4,399.96,99.99
51145,20491,502,2,100.0,50.0
51146,20491,1073,1,199.99,199.99
51147,20491,1004,1,399.98,399.98
51148,20491,191,1,99.99,99.99
51149,20491,771,2,79.98,39.99
51150,20492,957,1,299.98,299.98
51151,20492,1073,1,199.99,199.99
51152,20492,191,4,399.96,99.99
51153,20493,825,3,95.97,31.99
51154,20493,1073,1,199.99,199.99
51155,20493,365,5,299.95,59.99
51156,20493,191,4,399.96,99.99
51157,20494,403,1,129.99,129.99
51158,20494,502,1,50.0,50.0
51159,20494,191,5,499.95,99.99
51160,20494,403,1,129.99,129.99
51161,20495,1073,1,199.99,199.99
51162,20495,1073,1,199.99,199.99
51163,20495,1004,1,399.98,399.98
51164,20496,627,1,39.99,39.99
51165,20497,37,1,34.99,34.99
51166,20497,957,1,299.98,299.98
51167,20497,235,5,174.95,34.99
51168,20497,502,2,100.0,50.0
51169,20497,1014,2,99.96,49.98
51170,20499,403,1,129.99,129.99
51171,20499,365,1,59.99,59.99
51172,20499,502,1,50.0,50.0
51173,20499,1004,1,399.98,399.98
51174,20500,797,4,71.96,17.99
51175,20500,365,5,299.95,59.99
51176,20500,627,5,199.95,39.99
51177,20501,1073,1,199.99,199.99
51178,20501,1004,1,399.98,399.98
51179,20501,957,1,299.98,299.98
51180,20501,1073,1,199.99,199.99
51181,20501,502,2,100.0,50.0
51182,20502,502,1,50.0,50.0
51183,20502,1004,1,399.98,399.98
51184,20502,403,1,129.99,129.99
51185,20502,365,4,239.96,59.99
51186,20502,1073,1,199.99,199.99
51187,20503,365,1,59.99,59.99
51188,20503,502,1,50.0,50.0
51189,20504,828,2,63.98,31.99
51190,20504,627,1,39.99,39.99
51191,20504,1004,1,399.98,399.98
51192,20504,1073,1,199.99,199.99
51193,20504,1014,5,249.9,49.98
51194,20505,365,1,59.99,59.99
51195,20505,1004,1,399.98,399.98
51196,20505,1014,2,99.96,49.98
51197,20505,191,4,399.96,99.99
51198,20505,1004,1,399.98,399.98
51199,20506,191,4,399.96,99.99
51200,20506,403,1,129.99,129.99
51201,20506,191,4,399.96,99.99
51202,20507,191,5,499.95,99.99
51203,20507,1004,1,399.98,399.98
51204,20508,502,3,150.0,50.0
51205,20508,191,4,399.96,99.99
51206,20508,1004,1,399.98,399.98
51207,20509,403,1,129.99,129.99
51208,20509,1004,1,399.98,399.98
51209,20509,403,1,129.99,129.99
51210,20509,273,4,111.96,27.99
51211,20509,403,1,129.99,129.99
51212,20510,1014,1,49.98,49.98
51213,20510,502,4,200.0,50.0
51214,20510,957,1,299.98,299.98
51215,20510,957,1,299.98,299.98
51216,20511,502,1,50.0,50.0
51217,20511,502,1,50.0,50.0
51218,20511,191,3,299.97,99.99
51219,20512,1004,1,399.98,399.98
51220,20513,502,1,50.0,50.0
51221,20513,1073,1,199.99,199.99
51222,20513,365,4,239.96,59.99
51223,20513,134,4,100.0,25.0
51224,20514,403,1,129.99,129.99
51225,20515,403,1,129.99,129.99
51226,20515,1014,3,149.94,49.98
51227,20515,1073,1,199.99,199.99
51228,20515,365,3,179.97,59.99
51229,20515,365,1,59.99,59.99
51230,20516,1014,4,199.92,49.98
51231,20516,403,1,129.99,129.99
51232,20517,191,5,499.95,99.99
51233,20517,403,1,129.99,129.99
51234,20517,191,3,299.97,99.99
51235,20517,365,5,299.95,59.99
51236,20517,365,1,59.99,59.99
51237,20519,502,4,200.0,50.0
51238,20519,502,2,100.0,50.0
51239,20519,1004,1,399.98,399.98
51240,20519,1004,1,399.98,399.98
51241,20519,403,1,129.99,129.99
51242,20520,191,1,99.99,99.99
51243,20521,822,1,47.99,47.99
51244,20521,1004,1,399.98,399.98
51245,20521,1014,1,49.98,49.98
51246,20521,957,1,299.98,299.98
51247,20522,191,4,399.96,99.99
51248,20523,957,1,299.98,299.98
51249,20523,1004,1,399.98,399.98
51250,20523,1014,5,249.9,49.98
51251,20524,365,5,299.95,59.99
51252,20524,403,1,129.99,129.99
51253,20524,1004,1,399.98,399.98
51254,20524,771,5,199.95,39.99
51255,20525,502,3,150.0,50.0
51256,20525,957,1,299.98,299.98
51257,20525,1014,5,249.9,49.98
51258,20525,818,3,143.97,47.99
51259,20526,957,1,299.98,299.98
51260,20526,1014,5,249.9,49.98
51261,20526,1014,3,149.94,49.98
51262,20526,365,4,239.96,59.99
51263,20528,403,1,129.99,129.99
51264,20528,1073,1,199.99,199.99
51265,20529,191,2,199.98,99.99
51266,20529,502,5,250.0,50.0
51267,20529,957,1,299.98,299.98
51268,20530,403,1,129.99,129.99
51269,20530,1073,1,199.99,199.99
51270,20530,502,4,200.0,50.0
51271,20530,957,1,299.98,299.98
51272,20530,235,1,34.99,34.99
51273,20531,365,4,239.96,59.99
51274,20531,957,1,299.98,299.98
51275,20531,1014,4,199.92,49.98
51276,20532,1004,1,399.98,399.98
51277,20532,1014,5,249.9,49.98
51278,20532,502,4,200.0,50.0
51279,20532,502,3,150.0,50.0
51280,20532,926,5,79.95,15.99
51281,20533,957,1,299.98,299.98
51282,20533,502,4,200.0,50.0
51283,20534,403,1,129.99,129.99
51284,20534,403,1,129.99,129.99
51285,20534,502,5,250.0,50.0
51286,20535,1004,1,399.98,399.98
51287,20535,885,3,74.97,24.99
51288,20535,957,1,299.98,299.98
51289,20536,1004,1,399.98,399.98
51290,20536,957,1,299.98,299.98
51291,20536,403,1,129.99,129.99
51292,20536,278,4,179.96,44.99
51293,20537,957,1,299.98,299.98
51294,20538,1014,3,149.94,49.98
51295,20538,1073,1,199.99,199.99
51296,20538,1004,1,399.98,399.98
51297,20538,191,3,299.97,99.99
51298,20539,502,2,100.0,50.0
51299,20539,957,1,299.98,299.98
51300,20539,1014,3,149.94,49.98
51301,20539,1073,1,199.99,199.99
51302,20539,1014,3,149.94,49.98
51303,20540,1014,2,99.96,49.98
51304,20540,957,1,299.98,299.98
51305,20540,403,1,129.99,129.99
51306,20540,906,2,49.98,24.99
51307,20541,403,1,129.99,129.99
51308,20541,1004,1,399.98,399.98
51309,20541,403,1,129.99,129.99
51310,20542,1004,1,399.98,399.98
51311,20542,1004,1,399.98,399.98
51312,20542,572,1,39.99,39.99
51313,20544,885,5,124.95,24.99
51314,20544,957,1,299.98,299.98
51315,20544,403,1,129.99,129.99
51316,20544,403,1,129.99,129.99
51317,20544,502,4,200.0,50.0
51318,20545,403,1,129.99,129.99
51319,20545,365,4,239.96,59.99
51320,20546,627,3,119.97,39.99
51321,20547,905,5,124.95,24.99
51322,20547,403,1,129.99,129.99
51323,20547,191,2,199.98,99.99
51324,20547,1073,1,199.99,199.99
51325,20548,1073,1,199.99,199.99
51326,20548,1014,2,99.96,49.98
51327,20548,403,1,129.99,129.99
51328,20548,1014,4,199.92,49.98
51329,20548,191,5,499.95,99.99
51330,20549,822,3,143.97,47.99
51331,20549,282,4,127.96,31.99
51332,20549,1014,2,99.96,49.98
51333,20549,1014,4,199.92,49.98
51334,20550,1014,3,149.94,49.98
51335,20550,365,5,299.95,59.99
51336,20550,1073,1,199.99,199.99
51337,20551,502,1,50.0,50.0
51338,20552,502,3,150.0,50.0
51339,20553,403,1,129.99,129.99
51340,20553,1004,1,399.98,399.98
51341,20553,835,2,63.98,31.99
51342,20553,191,2,199.98,99.99
51343,20554,1004,1,399.98,399.98
51344,20554,627,3,119.97,39.99
51345,20554,1004,1,399.98,399.98
51346,20554,191,4,399.96,99.99
51347,20556,403,1,129.99,129.99
51348,20556,627,3,119.97,39.99
51349,20556,897,5,124.95,24.99
51350,20556,403,1,129.99,129.99
51351,20557,957,1,299.98,299.98
51352,20557,771,5,199.95,39.99
51353,20557,1014,5,249.9,49.98
51354,20557,1004,1,399.98,399.98
51355,20557,1073,1,199.99,199.99
51356,20558,365,3,179.97,59.99
51357,20558,365,2,119.98,59.99
51358,20560,627,3,119.97,39.99
51359,20560,1004,1,399.98,399.98
51360,20560,191,3,299.97,99.99
51361,20560,627,1,39.99,39.99
51362,20560,1004,1,399.98,399.98
51363,20561,403,1,129.99,129.99
51364,20561,502,4,200.0,50.0
51365,20561,775,5,49.95,9.99
51366,20561,502,4,200.0,50.0
51367,20562,810,5,99.95,19.99
51368,20562,403,1,129.99,129.99
51369,20562,1073,1,199.99,199.99
51370,20562,365,1,59.99,59.99
51371,20563,627,3,119.97,39.99
51372,20563,1073,1,199.99,199.99
51373,20563,627,4,159.96,39.99
51374,20563,1014,5,249.9,49.98
51375,20563,1004,1,399.98,399.98
51376,20564,1014,1,49.98,49.98
51377,20564,403,1,129.99,129.99
51378,20564,1073,1,199.99,199.99
51379,20565,403,1,129.99,129.99
51380,20566,403,1,129.99,129.99
51381,20566,627,1,39.99,39.99
51382,20566,627,4,159.96,39.99
51383,20566,365,3,179.97,59.99
51384,20566,403,1,129.99,129.99
51385,20567,1004,1,399.98,399.98
51386,20567,957,1,299.98,299.98
51387,20567,502,3,150.0,50.0
51388,20568,1004,1,399.98,399.98
51389,20569,1004,1,399.98,399.98
51390,20569,906,2,49.98,24.99
51391,20570,502,3,150.0,50.0
51392,20570,1014,3,149.94,49.98
51393,20570,1014,5,249.9,49.98
51394,20570,1004,1,399.98,399.98
51395,20570,957,1,299.98,299.98
51396,20571,1014,4,199.92,49.98
51397,20572,627,1,39.99,39.99
51398,20572,1073,1,199.99,199.99
51399,20572,1073,1,199.99,199.99
51400,20573,1004,1,399.98,399.98
51401,20573,957,1,299.98,299.98
51402,20574,1004,1,399.98,399.98
51403,20574,403,1,129.99,129.99
51404,20575,1073,1,199.99,199.99
51405,20575,821,1,51.99,51.99
51406,20575,957,1,299.98,299.98
51407,20575,365,1,59.99,59.99
51408,20575,365,5,299.95,59.99
51409,20576,502,4,200.0,50.0
51410,20576,502,1,50.0,50.0
51411,20576,502,5,250.0,50.0
51412,20576,403,1,129.99,129.99
51413,20577,502,5,250.0,50.0
51414,20578,1014,3,149.94,49.98
51415,20578,1014,5,249.9,49.98
51416,20578,627,2,79.98,39.99
51417,20578,403,1,129.99,129.99
51418,20578,191,2,199.98,99.99
51419,20579,1014,4,199.92,49.98
51420,20579,957,1,299.98,299.98
51421,20579,957,1,299.98,299.98
51422,20579,191,1,99.99,99.99
51423,20579,403,1,129.99,129.99
51424,20580,403,1,129.99,129.99
51425,20581,502,5,250.0,50.0
51426,20581,249,1,54.97,54.97
51427,20581,1004,1,399.98,399.98
51428,20581,403,1,129.99,129.99
51429,20583,1004,1,399.98,399.98
51430,20585,403,1,129.99,129.99
51431,20585,957,1,299.98,299.98
51432,20585,502,2,100.0,50.0
51433,20586,191,4,399.96,99.99
51434,20586,44,1,59.99,59.99
51435,20586,282,5,159.95,31.99
51436,20587,957,1,299.98,299.98
51437,20587,1073,1,199.99,199.99
51438,20587,365,3,179.97,59.99
51439,20588,191,5,499.95,99.99
51440,20588,977,5,149.95,29.99
51441,20590,502,2,100.0,50.0
51442,20590,365,4,239.96,59.99
51443,20590,403,1,129.99,129.99
51444,20590,1073,1,199.99,199.99
51445,20591,1004,1,399.98,399.98
51446,20591,1073,1,199.99,199.99
51447,20591,1004,1,399.98,399.98
51448,20591,1073,1,199.99,199.99
51449,20592,1014,2,99.96,49.98
51450,20592,365,1,59.99,59.99
51451,20592,1014,4,199.92,49.98
51452,20592,403,1,129.99,129.99
51453,20592,627,2,79.98,39.99
51454,20594,1073,1,199.99,199.99
51455,20594,502,2,100.0,50.0
51456,20594,403,1,129.99,129.99
51457,20595,1004,1,399.98,399.98
51458,20596,821,5,259.95,51.99
51459,20596,1014,1,49.98,49.98
51460,20596,365,4,239.96,59.99
51461,20597,403,1,129.99,129.99
51462,20597,403,1,129.99,129.99
51463,20597,1014,5,249.9,49.98
51464,20597,365,2,119.98,59.99
51465,20597,365,5,299.95,59.99
51466,20598,502,5,250.0,50.0
51467,20599,957,1,299.98,299.98
51468,20600,957,1,299.98,299.98
51469,20600,1014,4,199.92,49.98
51470,20600,1004,1,399.98,399.98
51471,20600,957,1,299.98,299.98
