order_item_id,order_item_order_id,order_item_product_id,order_item_quantity,order_item_subtotal,order_item_product_price
101245,40582,502,3,150.0,50.0
101246,40582,957,1,299.98,299.98
101247,40582,1004,1,399.98,399.98
101248,40582,403,1,129.99,129.99
101249,40584,403,1,129.99,129.99
101250,40584,1073,1,199.99,199.99
101251,40585,1004,1,399.98,399.98
101252,40585,365,2,119.98,59.99
101253,40585,365,2,119.98,59.99
101254,40585,172,2,60.0,30.0
101255,40589,1014,1,49.98,49.98
101256,40591,1004,1,399.98,399.98
101257,40591,627,5,199.95,39.99
101258,40591,403,1,129.99,129.99
101259,40591,191,1,99.99,99.99
101260,40591,1014,2,99.96,49.98
101261,40592,191,1,99.99,99.99
101262,40592,403,1,129.99,129.99
101263,40592,1014,3,149.94,49.98
101264,40592,1073,1,199.99,199.99
101265,40593,627,3,119.97,39.99
101266,40593,403,1,129.99,129.99
101267,40593,1014,4,199.92,49.98
101268,40593,886,3,74.97,24.99
101269,40594,1004,1,399.98,399.98
101270,40594,1004,1,399.98,399.98
101271,40594,365,1,59.99,59.99
101272,40594,1004,1,399.98,399.98
101273,40594,365,5,299.95,59.99
101274,40596,403,1,129.99,129.99
101275,40596,572,1,39.99,39.99
101276,40596,1014,5,249.9,49.98
101277,40597,565,1,70.0,70.0
101278,40598,1004,1,399.98,399.98
101279,40598,1073,1,199.99,199.99
101280,40598,403,1,129.99,129.99
101281,40598,403,1,129.99,129.99
101282,40599,403,1,129.99,129.99
101283,40599,403,1,129.99,129.99
101284,40599,403,1,129.99,129.99
101285,40599,403,1,129.99,129.99
101286,40599,1073,1,199.99,199.99
101287,40600,627,3,119.97,39.99
101288,40600,365,4,239.96,59.99
101289,40600,191,3,299.97,99.99
101290,40600,1073,1,199.99,199.99
101291,40601,1004,1,399.98,399.98
101292,40602,1004,1,399.98,399.98
101293,40602,627,3,119.97,39.99
101294,40602,365,3,179.97,59.99
101295,40602,403,1,129.99,129.99
101296,40602,957,1,299.98,299.98
101297,40603,403,1,129.99,129.99
101298,40603,1004,1,399.98,399.98
101299,40603,1073,1,199.99,199.99
101300,40604,1073,1,199.99,199.99
101301,40604,403,1,129.99,129.99
101302,40605,1073,1,199.99,199.99
101303,40607,403,1,129.99,129.99
101304,40607,502,3,150.0,50.0
101305,40607,627,5,199.95,39.99
101306,40607,403,1,129.99,129.99
101307,40607,957,1,299.98,299.98
101308,40608,191,4,399.96,99.99
101309,40609,957,1,299.98,299.98
101310,40609,502,2,100.0,50.0
101311,40609,917,1,21.99,21.99
101312,40610,804,1,19.99,19.99
101313,40610,1073,1,199.99,199.99
101314,40610,403,1,129.99,129.99
101315,40611,403,1,129.99,129.99
101316,40612,627,4,159.96,39.99
101317,40612,191,1,99.99,99.99
101318,40613,365,3,179.97,59.99
101319,40614,703,5,99.95,19.99
101320,40614,1004,1,399.98,399.98
101321,40614,1073,1,199.99,199.99
101322,40614,1004,1,399.98,399.98
101323,40614,365,5,299.95,59.99
101324,40615,1004,1,399.98,399.98
101325,40615,1004,1,399.98,399.98
101326,40615,502,3,150.0,50.0
101327,40615,502,2,100.0,50.0
101328,40616,191,1,99.99,99.99
101329,40616,822,5,239.95,47.99
101330,40616,365,5,299.95,59.99
101331,40617,1014,5,249.9,49.98
101332,40617,365,5,299.95,59.99
101333,40618,1004,1,399.98,399.98
101334,40618,1073,1,199.99,199.99
101335,40618,502,1,50.0,50.0
101336,40619,1014,4,199.92,49.98
101337,40619,627,1,39.99,39.99
101338,40620,365,4,239.96,59.99
101339,40620,403,1,129.99,129.99
101340,40621,1004,1,399.98,399.98
101341,40621,1014,4,199.92,49.98
101342,40621,403,1,129.99,129.99
101343,40621,1004,1,399.98,399.98
101344,40621,365,3,179.97,59.99
101345,40622,1014,2,99.96,49.98
101346,40622,1073,1,199.99,199.99
101347,40622,567,5,125.0,25.0
101348,40622,403,1,129.99,129.99
101349,40623,957,1,299.98,299.98
101350,40623,778,4,99.96,24.99
101351,40623,957,1,299.98,299.98
101352,40623,502,1,50.0,50.0
101353,40623,1004,1,399.98,399.98
101354,40624,627,5,199.95,39.99
101355,40624,810,5,99.95,19.99
101356,40624,365,5,299.95,59.99
101357,40624,403,1,129.99,129.99
101358,40624,403,1,129.99,129.99
101359,40625,828,2,63.98,31.99
101360,40625,365,2,119.98,59.99
101361,40625,365,1,59.99,59.99
101362,40625,502,4,200.0,50.0
101363,40626,403,1,129.99,129.99
101364,40626,1073,1,199.99,199.99
101365,40626,365,4,239.96,59.99
101366,40627,1004,1,399.98,399.98
101367,40628,365,1,59.99,59.99
101368,40628,835,2,63.98,31.99
101369,40628,1073,1,199.99,199.99
101370,40628,502,3,150.0,50.0
101371,40628,1004,1,399.98,399.98
101372,40631,403,1,129.99,129.99
101373,40631,1004,1,399.98,399.98
101374,40631,365,3,179.97,59.99
101375,40631,502,2,100.0,50.0
101376,40631,771,4,159.96,39.99
101377,40632,957,1,299.98,299.98
101378,40632,502,2,100.0,50.0
101379,40632,365,1,59.99,59.99
101380,40632,1014,1,49.98,49.98
101381,40632,403,1,129.99,129.99
101382,40633,191,5,499.95,99.99
101383,40633,957,1,299.98,299.98
101384,40634,191,1,99.99,99.99
101385,40634,1073,1,199.99,199.99
101386,40634,1073,1,199.99,199.99
101387,40634,977,4,119.96,29.99
101388,40634,191,5,499.95,99.99
101389,40635,627,2,79.98,39.99
101390,40635,191,4,399.96,99.99
101391,40635,828,4,127.96,31.99
101392,40635,793,3,44.97,14.99
101393,40636,403,1,129.99,129.99
101394,40636,365,2,119.98,59.99
101395,40636,1004,1,399.98,399.98
101396,40636,403,1,129.99,129.99
101397,40636,1073,1,199.99,199.99
101398,40637,1073,1,199.99,199.99
101399,40637,403,1,129.99,129.99
101400,40637,502,4,200.0,50.0
101401,40637,793,1,14.99,14.99
101402,40637,957,1,299.98,299.98
101403,40638,1004,1,399.98,399.98
101404,40639,1004,1,399.98,399.98
101405,40640,957,1,299.98,299.98
101406,40642,191,4,399.96,99.99
101407,40642,1014,2,99.96,49.98
101408,40643,1014,4,199.92,49.98
101409,40643,365,5,299.95,59.99
101410,40643,1004,1,399.98,399.98
101411,40644,191,2,199.98,99.99
101412,40645,502,5,250.0,50.0
101413,40647,502,5,250.0,50.0
101414,40647,1073,1,199.99,199.99
101415,40647,403,1,129.99,129.99
101416,40647,823,4,207.96,51.99
101417,40648,502,2,100.0,50.0
101418,40648,365,5,299.95,59.99
101419,40649,191,1,99.99,99.99
101420,40649,365,2,119.98,59.99
101421,40649,627,4,159.96,39.99
101422,40649,957,1,299.98,299.98
101423,40649,365,3,179.97,59.99
101424,40650,365,4,239.96,59.99
101425,40652,627,2,79.98,39.99
101426,40652,1073,1,199.99,199.99
101427,40652,502,2,100.0,50.0
101428,40652,1004,1,399.98,399.98
101429,40652,502,4,200.0,50.0
101430,40653,1004,1,399.98,399.98
101431,40653,627,4,159.96,39.99
101432,40654,502,2,100.0,50.0
101433,40654,403,1,129.99,129.99
101434,40654,502,1,50.0,50.0
101435,40654,191,5,499.95,99.99
101436,40654,728,4,260.0,65.0
101437,40655,403,1,129.99,129.99
101438,40655,403,1,129.99,129.99
101439,40655,1014,2,99.96,49.98
101440,40655,403,1,129.99,129.99
101441,40656,957,1,299.98,299.98
101442,40656,403,1,129.99,129.99
101443,40656,1073,1,199.99,199.99
101444,40657,365,2,119.98,59.99
101445,40657,627,1,39.99,39.99
101446,40657,957,1,299.98,299.98
101447,40657,365,1,59.99,59.99
101448,40658,365,4,239.96,59.99
101449,40658,191,1,99.99,99.99
101450,40658,627,1,39.99,39.99
101451,40658,403,1,129.99,129.99
101452,40658,957,1,299.98,299.98
101453,40660,1073,1,199.99,199.99
101454,40660,502,3,150.0,50.0
101455,40660,191,4,399.96,99.99
101456,40660,1014,4,199.92,49.98
101457,40661,897,3,74.97,24.99
101458,40662,403,1,129.99,129.99
101459,40664,828,3,95.97,31.99
101460,40664,502,5,250.0,50.0
101461,40664,1073,1,199.99,199.99
101462,40665,191,1,99.99,99.99
101463,40666,1073,1,199.99,199.99
101464,40666,778,5,124.95,24.99
101465,40666,403,1,129.99,129.99
101466,40666,1014,1,49.98,49.98
101467,40666,627,2,79.98,39.99
101468,40667,502,4,200.0,50.0
101469,40667,957,1,299.98,299.98
101470,40667,502,5,250.0,50.0
101471,40668,1073,1,199.99,199.99
101472,40668,1014,3,149.94,49.98
101473,40668,1004,1,399.98,399.98
101474,40668,403,1,129.99,129.99
101475,40670,1004,1,399.98,399.98
101476,40670,502,1,50.0,50.0
101477,40671,703,3,59.97,19.99
101478,40671,1073,1,199.99,199.99
101479,40672,1014,1,49.98,49.98
101480,40672,191,4,399.96,99.99
101481,40672,1004,1,399.98,399.98
101482,40672,957,1,299.98,299.98
101483,40674,1014,3,149.94,49.98
101484,40675,365,1,59.99,59.99
101485,40675,365,1,59.99,59.99
101486,40676,502,1,50.0,50.0
101487,40676,1004,1,399.98,399.98
101488,40676,977,3,89.97,29.99
101489,40676,1014,2,99.96,49.98
101490,40676,1004,1,399.98,399.98
101491,40677,502,1,50.0,50.0
101492,40678,365,1,59.99,59.99
101493,40678,502,3,150.0,50.0
101494,40679,627,4,159.96,39.99
101495,40680,365,1,59.99,59.99
101496,40680,1004,1,399.98,399.98
101497,40680,502,2,100.0,50.0
101498,40681,627,2,79.98,39.99
101499,40683,276,5,159.95,31.99
101500,40683,365,5,299.95,59.99
101501,40683,403,1,129.99,129.99
101502,40684,1004,1,399.98,399.98
101503,40684,1004,1,399.98,399.98
101504,40684,1073,1,199.99,199.99
101505,40684,957,1,299.98,299.98
101506,40686,365,2,119.98,59.99
101507,40686,365,1,59.99,59.99
101508,40687,957,1,299.98,299.98
101509,40687,957,1,299.98,299.98
101510,40688,1014,3,149.94,49.98
101511,40689,1014,2,99.96,49.98
101512,40690,403,1,129.99,129.99
101513,40690,403,1,129.99,129.99
101514,40690,977,5,149.95,29.99
101515,40690,502,5,250.0,50.0
101516,40690,403,1,129.99,129.99
101517,40691,403,1,129.99,129.99
101518,40693,564,1,30.0,30.0
101519,40693,403,1,129.99,129.99
101520,40694,1073,1,199.99,199.99
101521,40694,1014,4,199.92,49.98
101522,40694,1014,5,249.9,49.98
101523,40694,191,4,399.96,99.99
101524,40694,627,2,79.98,39.99
101525,40695,502,3,150.0,50.0
101526,40695,191,4,399.96,99.99
101527,40695,1014,2,99.96,49.98
101528,40696,957,1,299.98,299.98
101529,40696,1073,1,199.99,199.99
101530,40696,502,1,50.0,50.0
101531,40696,957,1,299.98,299.98
101532,40696,191,3,299.97,99.99
101533,40697,191,1,99.99,99.99
101534,40697,502,1,50.0,50.0
101535,40697,1014,3,149.94,49.98
101536,40698,1004,1,399.98,399.98
101537,40699,1014,5,249.9,49.98
101538,40700,1014,2,99.96,49.98
101539,40701,403,1,129.99,129.99
101540,40701,365,1,59.99,59.99
101541,40701,825,4,127.96,31.99
101542,40701,957,1,299.98,299.98
101543,40701,502,2,100.0,50.0
101544,40702,403,1,129.99,129.99
101545,40702,1073,1,199.99,199.99
101546,40702,957,1,299.98,299.98
101547,40702,502,4,200.0,50.0
101548,40702,771,2,79.98,39.99
101549,40703,1073,1,199.99,199.99
101550,40703,1004,1,399.98,399.98
101551,40704,1073,1,199.99,199.99
101552,40704,403,1,129.99,129.99
101553,40705,365,3,179.97,59.99
101554,40705,1014,1,49.98,49.98
101555,40706,703,4,79.96,19.99
101556,40707,502,5,250.0,50.0
101557,40708,403,1,129.99,129.99
101558,40710,1014,2,99.96,49.98
101559,40710,365,5,299.95,59.99
101560,40710,627,4,159.96,39.99
101561,40710,957,1,299.98,299.98
101562,40710,191,4,399.96,99.99
101563,40711,1073,1,199.99,199.99
101564,40711,1004,1,399.98,399.98
101565,40712,365,2,119.98,59.99
101566,40712,403,1,129.99,129.99
101567,40713,365,4,239.96,59.99
101568,40713,1004,1,399.98,399.98
101569,40713,1073,1,199.99,199.99
101570,40713,502,2,100.0,50.0
101571,40713,1073,1,199.99,199.99
101572,40714,1073,1,199.99,199.99
101573,40715,365,1,59.99,59.99
101574,40715,365,3,179.97,59.99
101575,40715,191,1,99.99,99.99
101576,40716,191,5,499.95,99.99
101577,40716,957,1,299.98,299.98
101578,40717,403,1,129.99,129.99
101579,40717,957,1,299.98,299.98
101580,40717,1014,1,49.98,49.98
101581,40718,957,1,299.98,299.98
101582,40718,502,1,50.0,50.0
101583,40718,1004,1,399.98,399.98
101584,40719,957,1,299.98,299.98
101585,40719,957,1,299.98,299.98
101586,40720,1004,1,399.98,399.98
101587,40720,365,3,179.97,59.99
101588,40720,93,5,124.95,24.99
101589,40720,627,5,199.95,39.99
101590,40721,403,1,129.99,129.99
101591,40721,191,1,99.99,99.99
101592,40722,1073,1,199.99,199.99
101593,40722,282,5,159.95,31.99
101594,40722,1014,3,149.94,49.98
101595,40723,403,1,129.99,129.99
101596,40723,365,5,299.95,59.99
101597,40723,1073,1,199.99,199.99
101598,40723,502,3,150.0,50.0
101599,40723,1004,1,399.98,399.98
101600,40724,502,1,50.0,50.0
101601,40724,957,1,299.98,299.98
101602,40725,403,1,129.99,129.99
101603,40726,572,4,159.96,39.99
101604,40726,627,4,159.96,39.99
101605,40726,403,1,129.99,129.99
101606,40726,957,1,299.98,299.98
101607,40727,1073,1,199.99,199.99
101608,40727,810,1,19.99,19.99
101609,40727,572,4,159.96,39.99
101610,40728,1014,4,199.92,49.98
101611,40728,502,3,150.0,50.0
101612,40728,1073,1,199.99,199.99
101613,40730,957,1,299.98,299.98
101614,40730,924,4,63.96,15.99
101615,40730,1014,2,99.96,49.98
101616,40730,1014,2,99.96,49.98
101617,40731,1014,4,199.92,49.98
101618,40731,1004,1,399.98,399.98
101619,40732,502,1,50.0,50.0
101620,40732,1014,1,49.98,49.98
101621,40732,1073,1,199.99,199.99
101622,40732,403,1,129.99,129.99
101623,40732,365,3,179.97,59.99
101624,40733,1073,1,199.99,199.99
101625,40733,1073,1,199.99,199.99
101626,40733,502,1,50.0,50.0
101627,40734,957,1,299.98,299.98
101628,40734,403,1,129.99,129.99
101629,40734,1073,1,199.99,199.99
101630,40734,502,1,50.0,50.0
101631,40734,1004,1,399.98,399.98
101632,40735,1014,1,49.98,49.98
101633,40735,1004,1,399.98,399.98
101634,40735,1014,2,99.96,49.98
101635,40736,502,1,50.0,50.0
101636,40736,957,1,299.98,299.98
101637,40736,403,1,129.99,129.99
101638,40736,821,2,103.98,51.99
101639,40736,957,1,299.98,299.98
101640,40737,365,2,119.98,59.99
101641,40737,502,5,250.0,50.0
101642,40737,365,5,299.95,59.99
101643,40737,957,1,299.98,299.98
101644,40737,365,5,299.95,59.99
101645,40738,134,1,25.0,25.0
101646,40740,403,1,129.99,129.99
101647,40740,1004,1,399.98,399.98
101648,40740,1014,4,199.92,49.98
101649,40740,957,1,299.98,299.98
101650,40740,627,5,199.95,39.99
101651,40741,191,2,199.98,99.99
101652,40741,1014,4,199.92,49.98
101653,40741,365,3,179.97,59.99
101654,40741,627,2,79.98,39.99
101655,40741,365,2,119.98,59.99
101656,40742,957,1,299.98,299.98
101657,40742,403,1,129.99,129.99
101658,40742,191,1,99.99,99.99
101659,40742,793,4,59.96,14.99
101660,40742,627,5,199.95,39.99
101661,40743,365,1,59.99,59.99
101662,40743,1014,3,149.94,49.98
101663,40744,502,5,250.0,50.0
101664,40744,1004,1,399.98,399.98
101665,40746,627,5,199.95,39.99
101666,40746,1073,1,199.99,199.99
101667,40746,502,4,200.0,50.0
101668,40746,365,4,239.96,59.99
101669,40746,1073,1,199.99,199.99
101670,40747,365,3,179.97,59.99
101671,40747,365,3,179.97,59.99
101672,40748,365,1,59.99,59.99
101673,40749,365,4,239.96,59.99
101674,40749,627,5,199.95,39.99
101675,40749,365,3,179.97,59.99
101676,40749,365,1,59.99,59.99
101677,40751,365,3,179.97,59.99
101678,40751,957,1,299.98,299.98
101679,40752,1004,1,399.98,399.98
101680,40752,191,2,199.98,99.99
101681,40753,1073,1,199.99,199.99
101682,40753,502,5,250.0,50.0
101683,40753,403,1,129.99,129.99
101684,40753,957,1,299.98,299.98
101685,40753,403,1,129.99,129.99
101686,40754,502,5,250.0,50.0
101687,40754,1014,4,199.92,49.98
101688,40754,1014,2,99.96,49.98
101689,40755,365,2,119.98,59.99
101690,40755,1014,3,149.94,49.98
101691,40755,502,1,50.0,50.0
101692,40755,403,1,129.99,129.99
101693,40755,627,4,159.96,39.99
101694,40756,1073,1,199.99,199.99
101695,40756,957,1,299.98,299.98
101696,40757,191,5,499.95,99.99
101697,40757,502,5,250.0,50.0
101698,40757,365,5,299.95,59.99
101699,40757,627,3,119.97,39.99
101700,40757,642,4,120.0,30.0
101701,40758,403,1,129.99,129.99
101702,40758,365,4,239.96,59.99
101703,40758,365,3,179.97,59.99
101704,40758,403,1,129.99,129.99
101705,40758,627,2,79.98,39.99
101706,40759,403,1,129.99,129.99
101707,40759,502,5,250.0,50.0
101708,40759,134,2,50.0,25.0
101709,40759,627,1,39.99,39.99
101710,40760,822,5,239.95,47.99
101711,40760,191,2,199.98,99.99
101712,40761,1004,1,399.98,399.98
101713,40762,502,3,150.0,50.0
101714,40762,365,4,239.96,59.99
101715,40762,403,1,129.99,129.99
101716,40762,1004,1,399.98,399.98
101717,40763,502,3,150.0,50.0
101718,40763,957,1,299.98,299.98
101719,40763,365,1,59.99,59.99
101720,40763,502,3,150.0,50.0
101721,40764,403,1,129.99,129.99
101722,40764,502,1,50.0,50.0
101723,40765,1004,1,399.98,399.98
101724,40765,365,5,299.95,59.99
101725,40765,365,2,119.98,59.99
101726,40766,502,5,250.0,50.0
101727,40766,627,5,199.95,39.99
101728,40767,1014,4,199.92,49.98
101729,40767,502,4,200.0,50.0
101730,40767,957,1,299.98,299.98
101731,40767,1014,1,49.98,49.98
101732,40767,1004,1,399.98,399.98
101733,40768,1073,1,199.99,199.99
101734,40768,1014,5,249.9,49.98
101735,40768,191,1,99.99,99.99
101736,40768,1004,1,399.98,399.98
101737,40768,1004,1,399.98,399.98
101738,40769,403,1,129.99,129.99
101739,40769,1014,1,49.98,49.98
101740,40769,1014,1,49.98,49.98
101741,40771,365,2,119.98,59.99
101742,40771,403,1,129.99,129.99
101743,40771,93,2,49.98,24.99
101744,40771,502,3,150.0,50.0
101745,40771,403,1,129.99,129.99
101746,40772,403,1,129.99,129.99
101747,40772,282,1,31.99,31.99
101748,40772,1004,1,399.98,399.98
101749,40774,835,5,159.95,31.99
101750,40774,565,2,140.0,70.0
101751,40774,135,1,22.0,22.0
101752,40774,365,4,239.96,59.99
101753,40774,502,1,50.0,50.0
101754,40775,1014,3,149.94,49.98
101755,40775,403,1,129.99,129.99
101756,40775,502,2,100.0,50.0
101757,40775,957,1,299.98,299.98
101758,40776,365,5,299.95,59.99
101759,40776,957,1,299.98,299.98
101760,40776,403,1,129.99,129.99
101761,40776,957,1,299.98,299.98
101762,40777,403,1,129.99,129.99
101763,40777,1073,1,199.99,199.99
101764,40777,502,2,100.0,50.0
101765,40777,1004,1,399.98,399.98
101766,40777,1014,2,99.96,49.98
101767,40778,825,5,159.95,31.99
101768,40778,403,1,129.99,129.99
101769,40778,1073,1,199.99,199.99
101770,40778,1014,2,99.96,49.98
101771,40778,1073,1,199.99,199.99
101772,40780,957,1,299.98,299.98
101773,40780,1073,1,199.99,199.99
101774,40781,1004,1,399.98,399.98
101775,40781,365,4,239.96,59.99
101776,40781,502,5,250.0,50.0
101777,40783,191,5,499.95,99.99
101778,40783,365,2,119.98,59.99
101779,40784,1014,1,49.98,49.98
101780,40784,957,1,299.98,299.98
101781,40784,906,3,74.97,24.99
101782,40784,1014,4,199.92,49.98
101783,40784,627,4,159.96,39.99
101784,40785,403,1,129.99,129.99
101785,40785,627,4,159.96,39.99
101786,40785,365,1,59.99,59.99
101787,40786,1004,1,399.98,399.98
101788,40786,1073,1,199.99,199.99
101789,40786,365,3,179.97,59.99
101790,40786,502,1,50.0,50.0
101791,40787,191,4,399.96,99.99
101792,40789,957,1,299.98,299.98
101793,40789,1004,1,399.98,399.98
101794,40789,1014,3,149.94,49.98
101795,40790,365,4,239.96,59.99
101796,40791,365,2,119.98,59.99
101797,40791,278,5,224.95,44.99
101798,40791,365,2,119.98,59.99
101799,40791,403,1,129.99,129.99
101800,40792,1004,1,399.98,399.98
101801,40792,1014,2,99.96,49.98
101802,40792,627,4,159.96,39.99
101803,40792,502,5,250.0,50.0
101804,40793,365,4,239.96,59.99
101805,40793,1014,5,249.9,49.98
101806,40793,502,4,200.0,50.0
101807,40793,365,3,179.97,59.99
101808,40794,403,1,129.99,129.99
101809,40794,1014,4,199.92,49.98
101810,40794,1014,4,199.92,49.98
101811,40794,365,5,299.95,59.99
101812,40794,502,1,50.0,50.0
101813,40795,276,1,31.99,31.99
101814,40795,191,2,199.98,99.99
101815,40795,1004,1,399.98,399.98
101816,40795,191,5,499.95,99.99
101817,40795,191,1,99.99,99.99
101818,40796,403,1,129.99,129.99
101819,40796,1014,1,49.98,49.98
101820,40797,627,3,119.97,39.99
101821,40797,1004,1,399.98,399.98
101822,40797,502,4,200.0,50.0
101823,40797,1073,1,199.99,199.99
101824,40797,365,4,239.96,59.99
101825,40798,957,1,299.98,299.98
101826,40799,957,1,299.98,299.98
101827,40799,365,4,239.96,59.99
101828,40800,1073,1,199.99,199.99
101829,40801,191,5,499.95,99.99
101830,40801,502,3,150.0,50.0
101831,40801,403,1,129.99,129.99
101832,40801,403,1,129.99,129.99
101833,40801,403,1,129.99,129.99
101834,40802,1004,1,399.98,399.98
101835,40802,502,1,50.0,50.0
101836,40802,1004,1,399.98,399.98
101837,40802,249,5,274.85,54.97
101838,40803,502,1,50.0,50.0
101839,40803,191,2,199.98,99.99
101840,40803,502,2,100.0,50.0
101841,40803,191,3,299.97,99.99
101842,40804,957,1,299.98,299.98
101843,40804,1073,1,199.99,199.99
101844,40804,957,1,299.98,299.98
101845,40804,1004,1,399.98,399.98
101846,40804,403,1,129.99,129.99
101847,40806,1004,1,399.98,399.98
101848,40806,502,3,150.0,50.0
101849,40806,1014,1,49.98,49.98
101850,40806,365,3,179.97,59.99
101851,40806,403,1,129.99,129.99
101852,40807,502,2,100.0,50.0
101853,40807,502,4,200.0,50.0
101854,40807,627,5,199.95,39.99
101855,40807,365,3,179.97,59.99
101856,40808,365,3,179.97,59.99
101857,40808,1004,1,399.98,399.98
101858,40809,365,2,119.98,59.99
101859,40810,957,1,299.98,299.98
101860,40810,502,1,50.0,50.0
101861,40810,1014,2,99.96,49.98
101862,40811,828,1,31.99,31.99
101863,40811,1004,1,399.98,399.98
101864,40811,1073,1,199.99,199.99
101865,40811,1014,3,149.94,49.98
101866,40812,627,2,79.98,39.99
101867,40812,403,1,129.99,129.99
101868,40812,1014,3,149.94,49.98
101869,40812,403,1,129.99,129.99
101870,40813,365,4,239.96,59.99
101871,40814,957,1,299.98,299.98
101872,40815,1014,2,99.96,49.98
101873,40816,191,1,99.99,99.99
101874,40816,502,3,150.0,50.0
101875,40816,1073,1,199.99,199.99
101876,40816,502,5,250.0,50.0
101877,40816,1073,1,199.99,199.99
101878,40817,403,1,129.99,129.99
101879,40817,957,1,299.98,299.98
101880,40817,365,1,59.99,59.99
101881,40817,403,1,129.99,129.99
101882,40819,825,5,159.95,31.99
101883,40819,365,1,59.99,59.99
101884,40819,1014,5,249.9,49.98
101885,40819,191,5,499.95,99.99
101886,40819,365,1,59.99,59.99
101887,40820,1014,4,199.92,49.98
101888,40820,1014,2,99.96,49.98
101889,40821,403,1,129.99,129.99
101890,40821,403,1,129.99,129.99
101891,40823,957,1,299.98,299.98
101892,40823,1073,1,199.99,199.99
101893,40823,403,1,129.99,129.99
101894,40824,502,1,50.0,50.0
101895,40824,403,1,129.99,129.99
101896,40825,1073,1,199.99,199.99
101897,40825,403,1,129.99,129.99
101898,40825,1004,1,399.98,399.98
101899,40826,365,5,299.95,59.99
101900,40827,502,2,100.0,50.0
101901,40827,1004,1,399.98,399.98
101902,40827,191,1,99.99,99.99
101903,40827,403,1,129.99,129.99
101904,40828,502,1,50.0,50.0
101905,40828,403,1,129.99,129.99
101906,40828,627,1,39.99,39.99
101907,40829,1073,1,199.99,199.99
101908,40829,191,3,299.97,99.99
101909,40829,365,3,179.97,59.99
101910,40829,502,5,250.0,50.0
101911,40830,627,3,119.97,39.99
101912,40831,403,1,129.99,129.99
101913,40831,502,4,200.0,50.0
101914,40831,627,5,199.95,39.99
101915,40831,957,1,299.98,299.98
101916,40833,365,5,299.95,59.99
101917,40833,249,3,164.91,54.97
101918,40834,403,1,129.99,129.99
101919,40834,1004,1,399.98,399.98
101920,40834,365,2,119.98,59.99
101921,40836,1014,5,249.9,49.98
101922,40837,502,3,150.0,50.0
101923,40837,1073,1,199.99,199.99
101924,40838,1004,1,399.98,399.98
101925,40839,1073,1,199.99,199.99
101926,40839,703,4,79.96,19.99
101927,40839,403,1,129.99,129.99
101928,40839,957,1,299.98,299.98
101929,40840,1014,2,99.96,49.98
101930,40840,403,1,129.99,129.99
101931,40840,365,1,59.99,59.99
101932,40840,365,5,299.95,59.99
101933,40840,365,1,59.99,59.99
101934,40841,502,3,150.0,50.0
101935,40841,502,1,50.0,50.0
101936,40841,403,1,129.99,129.99
101937,40842,403,1,129.99,129.99
